instances,Frac_Neg_Body,Frac_Pos_Body,Frac_Unary_Rules,Frac_Binary_Rules,Frac_Ternary_Rules,Frac_Integrity_Rules,Tight,Problem_Variables,Free_Problem_Variables,Assigned_Problem_Variables,Constraints,Constraints/Vars,Created_Bodies,Program_Atoms,SCCS,Nodes_in_Positive_BADG,Rules,Normal_Rules,Cardinality_Rules,Choice_Rules,Weight_Rules,Frac_Normal_Rules,Frac_Cardinality_Rules,Frac_Choice_Rules,Frac_Weight_Rules,Equivalences,Atom-Atom_Equivalences,Body-Body_Equivalences,Other_Equivalences,Frac_Atom-Atom_Equivalences,Frac_Body-Body_Equivalences,Frac_Other_Equivalences,Binary_Constraints,Ternary_Constraints,Other_Constraints,Frac_Binary_Constraints,Frac_Ternary_Constraints,Frac_Other_Constraints
instances/asp/data/riposte/sparkskein/dsc/procedure_initialize_ts_2_dsc.asp.ground,0.3502,0.6157,0.0535,0.2757,0.6364,0.0442,1.0,0.0,0.0,0.0,0.0,0.0,24802.0,27046.0,0.0,0.0,48604.0,45006.0,2542.0,1056.0,0.0,0.926,0.0523,0.0217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0
instances/asp/data/riposte/sparkskein/dsc/procedure_initialize_ts_3_dsc.asp.ground,0.3508,0.611,0.0516,0.2741,0.6399,0.043,1.0,0.0,0.0,0.0,0.0,0.0,28804.0,31422.0,0.0,0.0,56250.0,51990.0,3072.0,1188.0,0.0,0.9243,0.0546,0.0211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0
instances/asp/data/riposte/sparkskein/dsc/procedure_inject_key_1_dsc.asp.ground,0.3452,0.6282,0.0597,0.2649,0.6486,0.0436,1.0,0.0,0.0,0.0,0.0,0.0,12582.0,14171.0,0.0,0.0,24658.0,22682.0,1448.0,528.0,0.0,0.9199,0.0587,0.0214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0
instances/asp/data/riposte/sparkskein/dsc/procedure_inject_key_2_dsc.asp.ground,0.3149,0.6424,0.0181,0.3214,0.5703,0.0036,1.0,0.0,0.0,0.0,0.0,0.0,265400.0,264190.0,0.0,0.0,538161.0,495789.0,41432.0,940.0,0.0,0.9213,0.077,0.0017,0.0,639700.0,133432.0,88695.0,417573.0,0.2086,0.1387,0.6528,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0
instances/asp/data/riposte/sparkskein/dsc/procedure_inject_key_3_dsc.asp.ground,0.3722,0.6324,0.0887,0.2636,0.6165,0.0427,1.0,0.0,0.0,0.0,0.0,0.0,6230.0,7343.0,0.0,0.0,12656.0,11732.0,660.0,264.0,0.0,0.927,0.0521,0.0209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0
instances/asp/data/riposte/sparkskein/dsc/procedure_inject_key_4_dsc.asp.ground,0.3156,0.6423,0.0173,0.3252,0.565,0.0016,1.0,0.0,0.0,0.0,0.0,0.0,254369.0,252522.0,0.0,0.0,517329.0,476969.0,39956.0,404.0,0.0,0.922,0.0772,0.0008,0.0,610210.0,127576.0,84120.0,398514.0,0.2091,0.1379,0.6531,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0
instances/asp/data/riposte/sparkskein/dsc/procedure_inject_key_5_dsc.asp.ground,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0
instances/asp/data/riposte/sparkskein/dsc/procedure_inject_key_6_dsc.asp.ground,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0
instances/asp/data/riposte/sparkskein/dsc/procedure_put_64_lsb_first_1_dsc.asp.ground,0.3207,0.6567,0.0212,0.302,0.581,0.0072,1.0,0.0,0.0,0.0,0.0,0.0,80401.0,74899.0,0.0,0.0,158028.0,143772.0,13704.0,552.0,0.0,0.9098,0.0867,0.0035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0
instances/asp/data/riposte/sparkskein/dsc/procedure_put_64_lsb_first_2_dsc.asp.ground,0.2994,0.679,0.0199,0.3072,0.5849,0.0065,1.0,0.0,0.0,0.0,0.0,0.0,87455.0,77978.0,0.0,0.0,176258.0,161852.0,13854.0,552.0,0.0,0.9183,0.0786,0.0031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0
instances/asp/data/riposte/sparkskein/dsc/procedure_put_64_lsb_first_3_dsc.asp.ground,0.3024,0.6729,0.0216,0.3068,0.5864,0.0091,1.0,0.0,0.0,0.0,0.0,0.0,89628.0,81433.0,0.0,0.0,180221.0,165413.0,14016.0,792.0,0.0,0.9178,0.0778,0.0044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0
instances/asp/data/riposte/sparkskein/dsc/procedure_put_64_lsb_first_4_dsc.asp.ground,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0
instances/asp/data/riposte/sparkskein/dsc/procedure_put_64_lsb_first_5_dsc.asp.ground,0.2937,0.6823,0.017,0.2929,0.5976,0.0051,1.0,0.0,0.0,0.0,0.0,0.0,141867.0,123750.0,0.0,0.0,282657.0,259007.0,22960.0,690.0,0.0,0.9163,0.0812,0.0024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0
instances/asp/data/riposte/sparkskein/dsc/procedure_put_64_lsb_first_6_dsc.asp.ground,0.3169,0.6443,0.0157,0.3142,0.5715,0.0019,1.0,0.0,0.0,0.0,0.0,0.0,379666.0,365145.0,0.0,0.0,754165.0,691315.0,62160.0,690.0,0.0,0.9167,0.0824,0.0009,0.0,797146.0,168863.0,106796.0,521487.0,0.2118,0.134,0.6542,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0
instances/asp/data/riposte/sparkskein/dsc/procedure_put_64_lsb_first_7_dsc.asp.ground,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0
instances/asp/data/riposte/sparkskein/dsc/procedure_round_1_10_dsc.asp.ground,0.993,0.9965,0.9894,0.0106,0.0,0.007,1.0,0.0,0.0,0.0,0.0,0.0,4.0,562.0,0.0,0.0,568.0,568.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0
instances/asp/data/riposte/sparkskein/dsc/procedure_round_1_11_dsc.asp.ground,0.2638,0.7186,0.0366,0.3165,0.6145,0.0125,1.0,0.0,0.0,0.0,0.0,0.0,20395.0,18356.0,0.0,0.0,44655.0,42511.0,1876.0,268.0,0.0,0.952,0.042,0.006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0
instances/asp/data/riposte/sparkskein/dsc/procedure_round_1_12_dsc.asp.ground,0.2946,0.6695,0.0416,0.2923,0.6297,0.0209,1.0,0.0,0.0,0.0,0.0,0.0,31682.0,31492.0,0.0,0.0,66649.0,62209.0,3768.0,672.0,0.0,0.9334,0.0565,0.0101,0.0,39745.0,10252.0,6033.0,23460.0,0.2579,0.1518,0.5903,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0
instances/asp/data/riposte/sparkskein/dsc/procedure_round_1_13_dsc.asp.ground,0.2946,0.6695,0.0416,0.2923,0.6297,0.0209,1.0,0.0,0.0,0.0,0.0,0.0,31682.0,31492.0,0.0,0.0,66649.0,62209.0,3768.0,672.0,0.0,0.9334,0.0565,0.0101,0.0,39745.0,10252.0,6033.0,23460.0,0.2579,0.1518,0.5903,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0
instances/asp/data/riposte/sparkskein/dsc/procedure_round_1_14_dsc.asp.ground,0.3089,0.6447,0.0475,0.2668,0.6501,0.0223,1.0,0.0,0.0,0.0,0.0,0.0,42860.0,45618.0,0.0,0.0,88864.0,81584.0,6336.0,944.0,0.0,0.9181,0.0713,0.0106,0.0,59493.0,15888.0,8646.0,34959.0,0.2671,0.1453,0.5876,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0
instances/asp/data/riposte/sparkskein/dsc/procedure_round_1_15_dsc.asp.ground,0.1678,0.6194,0.0284,0.1769,0.578,0.0187,1.0,0.0,0.0,0.0,0.0,0.0,124611.0,138812.0,0.0,0.0,250517.0,224215.0,24146.0,2156.0,0.0,0.895,0.0964,0.0086,0.0,180817.0,47665.0,26164.0,106988.0,0.2636,0.1447,0.5917,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0
instances/asp/data/riposte/sparkskein/dsc/procedure_round_1_16_dsc.asp.ground,0.1895,0.6074,0.0337,0.1756,0.5885,0.0182,1.0,0.0,0.0,0.0,0.0,0.0,164588.0,188991.0,0.0,0.0,328757.0,292363.0,33694.0,2700.0,0.0,0.8893,0.1025,0.0082,0.0,248901.0,66610.0,35033.0,147258.0,0.2676,0.1408,0.5916,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0
instances/asp/data/riposte/sparkskein/dsc/procedure_round_1_17_dsc.asp.ground,0.1895,0.6074,0.0337,0.1756,0.5885,0.0182,1.0,0.0,0.0,0.0,0.0,0.0,164588.0,188991.0,0.0,0.0,328757.0,292363.0,33694.0,2700.0,0.0,0.8893,0.1025,0.0082,0.0,248901.0,66610.0,35033.0,147258.0,0.2676,0.1408,0.5916,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0
instances/asp/data/riposte/sparkskein/dsc/procedure_round_1_1_dsc.asp.ground,0.993,0.9965,0.9895,0.0105,0.0,0.007,1.0,0.0,0.0,0.0,0.0,0.0,4.0,563.0,0.0,0.0,569.0,569.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0
instances/asp/data/riposte/sparkskein/dsc/procedure_round_1_2_dsc.asp.ground,0.2662,0.718,0.0348,0.331,0.6003,0.013,1.0,0.0,0.0,0.0,0.0,0.0,19350.0,17031.0,0.0,0.0,42675.0,40791.0,1616.0,268.0,0.0,0.9559,0.0379,0.0063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0
instances/asp/data/riposte/sparkskein/dsc/procedure_round_1_3_dsc.asp.ground,0.2941,0.6703,0.0407,0.2982,0.6234,0.0216,1.0,0.0,0.0,0.0,0.0,0.0,30506.0,29965.0,0.0,0.0,64403.0,60221.0,3510.0,672.0,0.0,0.9351,0.0545,0.0104,0.0,39424.0,10227.0,6163.0,23034.0,0.2594,0.1563,0.5843,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0
instances/asp/data/riposte/sparkskein/dsc/procedure_round_1_4_dsc.asp.ground,0.2941,0.6703,0.0407,0.2982,0.6234,0.0216,1.0,0.0,0.0,0.0,0.0,0.0,30506.0,29965.0,0.0,0.0,64403.0,60221.0,3510.0,672.0,0.0,0.9351,0.0545,0.0104,0.0,39424.0,10227.0,6163.0,23034.0,0.2594,0.1563,0.5843,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0
instances/asp/data/riposte/sparkskein/dsc/procedure_round_1_5_dsc.asp.ground,0.3089,0.6447,0.047,0.2705,0.646,0.0229,1.0,0.0,0.0,0.0,0.0,0.0,41684.0,44091.0,0.0,0.0,86618.0,79596.0,6078.0,944.0,0.0,0.9189,0.0702,0.0109,0.0,59172.0,15863.0,8776.0,34533.0,0.2681,0.1483,0.5836,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0
instances/asp/data/riposte/sparkskein/dsc/procedure_round_1_6_dsc.asp.ground,0.1676,0.6192,0.0281,0.1768,0.5763,0.0187,1.0,0.0,0.0,0.0,0.0,0.0,124639.0,138785.0,0.0,0.0,250481.0,224163.0,24162.0,2156.0,0.0,0.8949,0.0965,0.0086,0.0,180840.0,47718.0,26285.0,106837.0,0.2639,0.1453,0.5908,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0
instances/asp/data/riposte/sparkskein/dsc/procedure_round_1_7_dsc.asp.ground,0.1893,0.6073,0.0335,0.1754,0.5872,0.0182,1.0,0.0,0.0,0.0,0.0,0.0,164617.0,188967.0,0.0,0.0,328721.0,292309.0,33712.0,2700.0,0.0,0.8892,0.1026,0.0082,0.0,248720.0,66528.0,35019.0,147173.0,0.2675,0.1408,0.5917,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0
instances/asp/data/riposte/sparkskein/dsc/procedure_round_1_8_dsc.asp.ground,0.1893,0.6073,0.0335,0.1754,0.5872,0.0182,1.0,0.0,0.0,0.0,0.0,0.0,164617.0,188967.0,0.0,0.0,328721.0,292309.0,33712.0,2700.0,0.0,0.8892,0.1026,0.0082,0.0,248720.0,66528.0,35019.0,147173.0,0.2675,0.1408,0.5917,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0
instances/asp/data/riposte/sparkskein/dsc/procedure_round_1_9_dsc.asp.ground,0.2069,0.5975,0.0383,0.1712,0.6018,0.0176,1.0,0.0,0.0,0.0,0.0,0.0,226096.0,266605.0,0.0,0.0,449292.0,397024.0,48754.0,3514.0,0.0,0.8837,0.1085,0.0078,0.0,355004.0,96299.0,48841.0,209864.0,0.2713,0.1376,0.5912,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0
instances/asp/data/riposte/sparkskein/dsc/procedure_round_2_10_dsc.asp.ground,0.993,0.9965,0.9894,0.0106,0.0,0.007,1.0,0.0,0.0,0.0,0.0,0.0,4.0,562.0,0.0,0.0,568.0,568.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0
instances/asp/data/riposte/sparkskein/dsc/procedure_round_2_11_dsc.asp.ground,0.2639,0.7186,0.0366,0.3167,0.6142,0.0125,1.0,0.0,0.0,0.0,0.0,0.0,20382.0,18342.0,0.0,0.0,44635.0,42495.0,1872.0,268.0,0.0,0.9521,0.0419,0.006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0
instances/asp/data/riposte/sparkskein/dsc/procedure_round_2_12_dsc.asp.ground,0.2947,0.6694,0.0416,0.2925,0.6294,0.0209,1.0,0.0,0.0,0.0,0.0,0.0,31667.0,31474.0,0.0,0.0,66625.0,62191.0,3762.0,672.0,0.0,0.9334,0.0565,0.0101,0.0,39756.0,10258.0,6037.0,23461.0,0.258,0.1519,0.5901,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0
instances/asp/data/riposte/sparkskein/dsc/procedure_round_2_13_dsc.asp.ground,0.2947,0.6694,0.0416,0.2925,0.6294,0.0209,1.0,0.0,0.0,0.0,0.0,0.0,31667.0,31474.0,0.0,0.0,66625.0,62191.0,3762.0,672.0,0.0,0.9334,0.0565,0.0101,0.0,39756.0,10258.0,6037.0,23461.0,0.258,0.1519,0.5901,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0
instances/asp/data/riposte/sparkskein/dsc/procedure_round_2_14_dsc.asp.ground,0.3087,0.6459,0.0479,0.2679,0.6483,0.0225,1.0,0.0,0.0,0.0,0.0,0.0,42510.0,45057.0,0.0,0.0,88029.0,80889.0,6196.0,944.0,0.0,0.9189,0.0704,0.0107,0.0,58686.0,15619.0,8516.0,34551.0,0.2661,0.1451,0.5887,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0
instances/asp/data/riposte/sparkskein/dsc/procedure_round_2_15_dsc.asp.ground,0.1708,0.6196,0.0287,0.1786,0.5801,0.0187,1.0,0.0,0.0,0.0,0.0,0.0,124217.0,138255.0,0.0,0.0,249635.0,223471.0,24008.0,2156.0,0.0,0.8952,0.0962,0.0086,0.0,179966.0,47402.0,25992.0,106572.0,0.2634,0.1444,0.5922,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0
instances/asp/data/riposte/sparkskein/dsc/procedure_round_2_16_dsc.asp.ground,0.1901,0.6076,0.0339,0.176,0.5886,0.0182,1.0,0.0,0.0,0.0,0.0,0.0,164217.0,188438.0,0.0,0.0,327895.0,291637.0,33558.0,2700.0,0.0,0.8894,0.1023,0.0082,0.0,248091.0,66353.0,34888.0,146850.0,0.2675,0.1406,0.5919,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0
instances/asp/data/riposte/sparkskein/dsc/procedure_round_2_17_dsc.asp.ground,0.1901,0.6076,0.0339,0.176,0.5886,0.0182,1.0,0.0,0.0,0.0,0.0,0.0,164217.0,188438.0,0.0,0.0,327895.0,291637.0,33558.0,2700.0,0.0,0.8894,0.1023,0.0082,0.0,248091.0,66353.0,34888.0,146850.0,0.2675,0.1406,0.5919,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0
instances/asp/data/riposte/sparkskein/dsc/procedure_round_2_1_dsc.asp.ground,0.993,0.9965,0.9895,0.0105,0.0,0.007,1.0,0.0,0.0,0.0,0.0,0.0,4.0,563.0,0.0,0.0,569.0,569.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0
instances/asp/data/riposte/sparkskein/dsc/procedure_round_2_2_dsc.asp.ground,0.2625,0.7182,0.0351,0.3168,0.6157,0.0125,1.0,0.0,0.0,0.0,0.0,0.0,20406.0,18297.0,0.0,0.0,44605.0,42459.0,1878.0,268.0,0.0,0.9519,0.0421,0.006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0
instances/asp/data/riposte/sparkskein/dsc/procedure_round_2_3_dsc.asp.ground,0.2938,0.6691,0.0406,0.2925,0.6305,0.0209,1.0,0.0,0.0,0.0,0.0,0.0,31694.0,31434.0,0.0,0.0,66603.0,62161.0,3770.0,672.0,0.0,0.9333,0.0566,0.0101,0.0,39602.0,10182.0,6032.0,23388.0,0.2571,0.1523,0.5906,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0
instances/asp/data/riposte/sparkskein/dsc/procedure_round_2_4_dsc.asp.ground,0.2938,0.6691,0.0406,0.2925,0.6305,0.0209,1.0,0.0,0.0,0.0,0.0,0.0,31694.0,31434.0,0.0,0.0,66603.0,62161.0,3770.0,672.0,0.0,0.9333,0.0566,0.0101,0.0,39602.0,10182.0,6032.0,23388.0,0.2571,0.1523,0.5906,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0
instances/asp/data/riposte/sparkskein/dsc/procedure_round_2_5_dsc.asp.ground,0.308,0.6457,0.0471,0.2679,0.6491,0.0225,1.0,0.0,0.0,0.0,0.0,0.0,42537.0,45017.0,0.0,0.0,88007.0,80859.0,6204.0,944.0,0.0,0.9188,0.0705,0.0107,0.0,58532.0,15543.0,8511.0,34478.0,0.2655,0.1454,0.589,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0
instances/asp/data/riposte/sparkskein/dsc/procedure_round_2_6_dsc.asp.ground,0.167,0.6196,0.0282,0.1768,0.5775,0.0187,1.0,0.0,0.0,0.0,0.0,0.0,124310.0,138233.0,0.0,0.0,249666.0,223490.0,24020.0,2156.0,0.0,0.8952,0.0962,0.0086,0.0,179855.0,47322.0,26030.0,106503.0,0.2631,0.1447,0.5922,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0
instances/asp/data/riposte/sparkskein/dsc/procedure_round_2_7_dsc.asp.ground,0.1889,0.6076,0.0336,0.1755,0.5881,0.0182,1.0,0.0,0.0,0.0,0.0,0.0,164286.0,188412.0,0.0,0.0,327906.0,291638.0,33568.0,2700.0,0.0,0.8894,0.1024,0.0082,0.0,247936.0,66267.0,34898.0,146771.0,0.2673,0.1408,0.592,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0
instances/asp/data/riposte/sparkskein/dsc/procedure_round_2_8_dsc.asp.ground,0.1889,0.6076,0.0336,0.1755,0.5881,0.0182,1.0,0.0,0.0,0.0,0.0,0.0,164286.0,188412.0,0.0,0.0,327906.0,291638.0,33568.0,2700.0,0.0,0.8894,0.1024,0.0082,0.0,247936.0,66267.0,34898.0,146771.0,0.2673,0.1408,0.592,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0
instances/asp/data/riposte/sparkskein/dsc/procedure_round_2_9_dsc.asp.ground,0.2067,0.5977,0.0384,0.1712,0.6026,0.0176,1.0,0.0,0.0,0.0,0.0,0.0,225765.0,266050.0,0.0,0.0,448477.0,396353.0,48610.0,3514.0,0.0,0.8838,0.1084,0.0078,0.0,354220.0,96038.0,48720.0,209462.0,0.2711,0.1375,0.5913,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0
instances/asp/data/riposte/sparkskein/dsc/procedure_round_3_10_dsc.asp.ground,0.993,0.9965,0.9894,0.0106,0.0,0.007,1.0,0.0,0.0,0.0,0.0,0.0,4.0,562.0,0.0,0.0,568.0,568.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0
instances/asp/data/riposte/sparkskein/dsc/procedure_round_3_11_dsc.asp.ground,0.2675,0.7184,0.0364,0.3306,0.5991,0.013,1.0,0.0,0.0,0.0,0.0,0.0,19340.0,17091.0,0.0,0.0,42729.0,40847.0,1614.0,268.0,0.0,0.956,0.0378,0.0063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0
instances/asp/data/riposte/sparkskein/dsc/procedure_round_3_12_dsc.asp.ground,0.295,0.6706,0.0417,0.298,0.6226,0.0216,1.0,0.0,0.0,0.0,0.0,0.0,30494.0,30021.0,0.0,0.0,64453.0,60275.0,3506.0,672.0,0.0,0.9352,0.0544,0.0104,0.0,39574.0,10303.0,6167.0,23104.0,0.2603,0.1558,0.5838,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0
instances/asp/data/riposte/sparkskein/dsc/procedure_round_3_13_dsc.asp.ground,0.295,0.6706,0.0417,0.298,0.6226,0.0216,1.0,0.0,0.0,0.0,0.0,0.0,30494.0,30021.0,0.0,0.0,64453.0,60275.0,3506.0,672.0,0.0,0.9352,0.0544,0.0104,0.0,39574.0,10303.0,6167.0,23104.0,0.2603,0.1558,0.5838,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0
instances/asp/data/riposte/sparkskein/dsc/procedure_round_3_14_dsc.asp.ground,0.3095,0.6449,0.0477,0.2704,0.6454,0.0229,1.0,0.0,0.0,0.0,0.0,0.0,41672.0,44147.0,0.0,0.0,86668.0,79650.0,6074.0,944.0,0.0,0.919,0.0701,0.0109,0.0,59322.0,15939.0,8780.0,34603.0,0.2687,0.148,0.5833,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0
instances/asp/data/riposte/sparkskein/dsc/procedure_round_3_15_dsc.asp.ground,0.1703,0.6196,0.0288,0.1801,0.5784,0.0191,1.0,0.0,0.0,0.0,0.0,0.0,121653.0,135450.0,0.0,0.0,245021.0,219235.0,23630.0,2156.0,0.0,0.8948,0.0964,0.0088,0.0,179334.0,47531.0,26105.0,105698.0,0.265,0.1456,0.5894,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0
instances/asp/data/riposte/sparkskein/dsc/procedure_round_3_16_dsc.asp.ground,0.1922,0.6073,0.0344,0.1776,0.5892,0.0185,1.0,0.0,0.0,0.0,0.0,0.0,161571.0,185619.0,0.0,0.0,323137.0,287257.0,33180.0,2700.0,0.0,0.889,0.1027,0.0084,0.0,247392.0,66482.0,34933.0,145977.0,0.2687,0.1412,0.5901,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0
instances/asp/data/riposte/sparkskein/dsc/procedure_round_3_17_dsc.asp.ground,0.1922,0.6073,0.0344,0.1776,0.5892,0.0185,1.0,0.0,0.0,0.0,0.0,0.0,161571.0,185619.0,0.0,0.0,323137.0,287257.0,33180.0,2700.0,0.0,0.889,0.1027,0.0084,0.0,247392.0,66482.0,34933.0,145977.0,0.2687,0.1412,0.5901,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0
instances/asp/data/riposte/sparkskein/dsc/procedure_round_3_1_dsc.asp.ground,0.993,0.9965,0.9895,0.0105,0.0,0.007,1.0,0.0,0.0,0.0,0.0,0.0,4.0,563.0,0.0,0.0,569.0,569.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0
instances/asp/data/riposte/sparkskein/dsc/procedure_round_3_2_dsc.asp.ground,0.2625,0.7182,0.0351,0.3168,0.6157,0.0125,1.0,0.0,0.0,0.0,0.0,0.0,20406.0,18297.0,0.0,0.0,44605.0,42459.0,1878.0,268.0,0.0,0.9519,0.0421,0.006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0
instances/asp/data/riposte/sparkskein/dsc/procedure_round_3_3_dsc.asp.ground,0.2938,0.6691,0.0406,0.2925,0.6305,0.0209,1.0,0.0,0.0,0.0,0.0,0.0,31694.0,31434.0,0.0,0.0,66603.0,62161.0,3770.0,672.0,0.0,0.9333,0.0566,0.0101,0.0,39602.0,10182.0,6032.0,23388.0,0.2571,0.1523,0.5906,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0
instances/asp/data/riposte/sparkskein/dsc/procedure_round_3_4_dsc.asp.ground,0.2938,0.6691,0.0406,0.2925,0.6305,0.0209,1.0,0.0,0.0,0.0,0.0,0.0,31694.0,31434.0,0.0,0.0,66603.0,62161.0,3770.0,672.0,0.0,0.9333,0.0566,0.0101,0.0,39602.0,10182.0,6032.0,23388.0,0.2571,0.1523,0.5906,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0
instances/asp/data/riposte/sparkskein/dsc/procedure_round_3_5_dsc.asp.ground,0.308,0.6457,0.0471,0.2679,0.6491,0.0225,1.0,0.0,0.0,0.0,0.0,0.0,42537.0,45017.0,0.0,0.0,88007.0,80859.0,6204.0,944.0,0.0,0.9188,0.0705,0.0107,0.0,58532.0,15543.0,8511.0,34478.0,0.2655,0.1454,0.589,-512.0,-512.0,-512.0,-512.0,-512.0,-512.0
