instance,Frac_Neg_Body,Frac_Pos_Body,Frac_Unary_Rules,Frac_Binary_Rules,Frac_Ternary_Rules,Frac_Integrity_Rules,Tight,Problem_Variables,Free_Problem_Variables,Assigned_Problem_Variables,Constraints,Constraints/Vars,Created_Bodies,Program_Atoms,SCCS,Nodes_in_Positive_BADG,Rules,Normal_Rules,Cardinality_Rules,Choice_Rules,Weight_Rules,Frac_Normal_Rules,Frac_Cardinality_Rules,Frac_Choice_Rules,Frac_Weight_Rules,Equivalences,Atom-Atom_Equivalences,Body-Body_Equivalences,Other_Equivalences,Frac_Atom-Atom_Equivalences,Frac_Body-Body_Equivalences,Frac_Other_Equivalences,Binary_Constraints,Ternary_Constraints,Other_Constraints,Frac_Binary_Constraints,Frac_Ternary_Constraints,Frac_Other_Constraints,Choices-1,Conflicts/Choices-1,Avg_Conflict_Levels-1,Avg_LBD_Levels-1,Learnt_from_Conflict-1,Learnt_from_Loop-1,Frac_Learnt_from_Conflict-1,Frac_Learnt_from_Loop-1,Literals_in_Conflict_Nogoods-1,Literals_in_Loop_Nogoods-1,Frac_Literals_in_Conflict_Nogoods-1,Frac_Literals_in_Loop_Nogoods-1,Removed_Nogoods-1,Learnt_Binary-1,Learnt_Ternary-1,Learnt_Others-1,Frac_Removed_Nogood-1,Frac_Learnt_Binary-1,Frac_Learnt_Ternary-1,Frac_Learnt_Others-1,Skipped_Levels_while_Backjumping-1,Avg_Skipped_Levels_while_Backjumping-1,Longest_Backjumping-1,Running_Avg_Conflictlevel-1,Running_Avg_LBD-1
instances/asp/data/potassco-suite/ASP-Comp-2007-Lparse/SLparse/RLP-150/lp.150.00750.18,1,0.23,0.2449,0.0,0.0,1.0,0.0,0,880,874,6,3067,3.4852,735,151,1,880,739,739,0,0,0,1.0,0.0,0.0,0.0,6,0,0,6,0.0,0.0,1.0,2193,744,130,0.715,0.2426,0.0424,650,0.7892,6.3684,4.9864,513,0,1.0,0.0,6308,0,1.0,0.0,220,2,18,493,0.4288,0.0039,0.0351,0.961,646,1.2593,6,6.79,5.67
instances/asp/data/potassco-suite/ASP-Comp-2007-Lparse/SLparse/RLP-150/lp.150.00825.25,1,0.2518,0.2445,0.0,0.0,1.0,0.0,0,959,952,7,3376,3.5203,810,151,1,943,818,818,0,0,0,1.0,0.0,0.0,0.0,2,0,0,2,0.0,0.0,1.0,2424,811,141,0.718,0.2402,0.0418,626,0.8179,6.3145,5.0352,512,0,1.0,0.0,6009,0,1.0,0.0,240,4,8,500,0.4688,0.0078,0.0156,0.9766,622,1.2148,6,5.68,4.67
instances/asp/data/potassco-suite/ASP-Comp-2007-Lparse/SLparse/RLP-150/lp.150.00675.26,1,0.2302,0.2541,0.0,0.006,0.994,0.0,0,808,806,2,2794,3.4579,666,150,1,807,669,669,0,0,0,1.0,0.0,0.0,0.0,8,0,0,8,0.0,0.0,1.0,1990,676,128,0.7122,0.2419,0.0458,630,0.819,7.9748,5.8023,516,1,0.9981,0.0019,6574,5,0.9992,0.0008,405,0,13,504,0.7834,0.0,0.0251,0.9749,627,1.2151,9,6.77,5.35
instances/asp/data/potassco-suite/ASP-Comp-2007-Lparse/SLparse/RLP-200/lp.200.00700.1,1,0.2083,0.2821,0.0,0.031,0.969,0.0,0,838,833,5,2799,3.3401,674,195,1,829,677,677,0,0,0,1.0,0.0,0.0,0.0,32,1,0,31,0.0312,0.0,0.9688,1973,695,131,0.7049,0.2483,0.0468,611,0.8412,6.2412,5.1245,514,2,0.9961,0.0039,8461,15,0.9982,0.0018,420,5,10,501,0.814,0.0097,0.0194,0.9709,607,1.1809,4,5.75,4.91
instances/asp/data/potassco-suite/ASP-Comp-2007-Lparse/SLparse/RLP-200/lp.200.00700.9,1,0.2504,0.2811,0.0,0.0073,0.9927,0.0,0,845,843,2,2843,3.3645,678,199,1,809,683,683,0,0,0,1.0,0.0,0.0,0.0,33,1,0,32,0.0303,0.0,0.9697,2001,713,129,0.7038,0.2508,0.0454,625,0.8208,8.3021,6.152,513,0,1.0,0.0,7504,0,1.0,0.0,212,8,15,490,0.4133,0.0156,0.0292,0.9552,621,1.2105,7,7.69,5.98
instances/asp/data/potassco-suite/ASP-Comp-2007-Lparse/SLparse/RLP-200/lp.200.00800.5,1,0.2186,0.2719,0.0,0.0025,0.9975,0.0,0,959,957,2,3268,3.4077,783,200,1,935,787,787,0,0,0,1.0,0.0,0.0,0.0,29,0,0,29,0.0,0.0,1.0,2314,807,147,0.7081,0.2469,0.045,646,0.7926,8.9766,6.5039,512,2,0.9961,0.0039,7689,21,0.9973,0.0027,240,2,18,494,0.4669,0.0039,0.035,0.9611,640,1.25,10,8.33,6.17
instances/asp/data/potassco-suite/ASP-Comp-2007-Lparse/SLparse/RLP-200/lp.200.00700.15,1,0.2493,0.2362,0.0,0.0058,0.9942,0.0,0,861,858,3,2888,3.3542,686,199,1,829,690,690,0,0,0,1.0,0.0,0.0,0.0,25,1,1,23,0.04,0.04,0.92,2030,720,138,0.7029,0.2493,0.0478,594,0.862,10.8711,7.8125,512,1,0.9981,0.0019,8341,5,0.9994,0.0006,216,1,9,503,0.4211,0.0019,0.0175,0.9805,587,1.1465,6,9.58,7.11
instances/asp/data/potassco-suite/ASP-Comp-2007-Lparse/SLparse/RLP-200/lp.200.01100.8,1,0.2244,0.2656,0.0,0.0,1.0,0.0,0,1284,1280,4,4534,3.5312,1085,201,1,1282,1092,1092,0,0,0,1.0,0.0,0.0,0.0,2,0,0,2,0.0,0.0,1.0,3254,1093,187,0.7177,0.2411,0.0412,669,0.7668,7.768,5.8304,513,0,1.0,0.0,6161,0,1.0,0.0,321,2,21,490,0.6257,0.0039,0.0409,0.9552,663,1.2924,7,7.01,5.31
instances/asp/data/potassco-suite/ASP-Comp-2007-Lparse/SLparse/RandomNonTight/n50-unsat-b16.lp,1,0.0232,0.0,0.0,0.0232,0.0,0.0,0,777,689,88,4746,6.1081,734,51,1,698,734,734,0,0,0,1.0,0.0,0.0,0.0,8,0,0,8,0.0,0.0,1.0,4022,0,724,0.8475,0.0,0.1525,607,0.8484,10.7029,9.4738,515,19,0.9644,0.0356,13858,1093,0.9269,0.0731,393,0,0,534,0.736,0.0,0.0,1.0,601,1.167,11,8.85,8.16
instances/asp/data/potassco-suite/ASP-Comp-2007-Lparse/SLparse/RandomNonTight/n60-sat-b6.lp,1,0.0227,0.0,0.0,0.0227,0.0,0.0,0,1019,977,42,6621,6.4975,969,61,1,988,969,969,0,0,0,1.0,0.0,0.0,0.0,11,0,0,11,0.0,0.0,1.0,5614,0,1007,0.8479,0.0,0.1521,699,0.7339,14.3684,12.1267,513,4,0.9923,0.0077,18158,133,0.9927,0.0073,255,0,1,516,0.4932,0.0,0.0019,0.9981,688,1.3411,18,13.16,11.68
instances/asp/data/potassco-suite/ASP-Comp-2007-Lparse/SLparse/RandomNonTight/n50-sat-b19.lp,1,0.0256,0.0,0.0,0.0256,0.0,0.0,0,745,708,37,4767,6.3987,703,51,1,717,703,703,0,0,0,1.0,0.0,0.0,0.0,9,0,0,9,0.0,0.0,1.0,4032,0,735,0.8458,0.0,0.1542,623,0.825,10.177,9.0759,514,3,0.9942,0.0058,16053,133,0.9918,0.0082,375,0,1,516,0.7253,0.0,0.0019,0.9981,616,1.1984,12,9.25,8.35
instances/asp/data/potassco-suite/ASP-Comp-2007-Lparse/SLparse/RandomNonTight/n50-unsat-b6.lp,1,0.0234,0.0,0.0,0.0234,0.0,0.0,0,770,665,105,4593,5.9649,727,51,1,674,727,727,0,0,0,1.0,0.0,0.0,0.0,8,0,0,8,0.0,0.0,1.0,3884,0,709,0.8456,0.0,0.1544,667,0.7676,11.7461,9.8574,512,8,0.9846,0.0154,12094,533,0.9578,0.0422,384,0,3,517,0.7385,0.0,0.0058,0.9942,657,1.2832,16,11.38,9.66
instances/asp/data/potassco-suite/ASP-Comp-2007-Lparse/SLparse/RandomNonTight/n60-sat-b18.lp,1,0.0232,0.0,0.0,0.0232,0.0,0.0,0,998,940,58,6384,6.3968,949,61,1,952,949,949,0,0,0,1.0,0.0,0.0,0.0,12,0,0,12,0.0,0.0,1.0,5397,0,987,0.8454,0.0,0.1546,694,0.7392,16.1111,13.6433,513,1,0.9981,0.0019,16412,29,0.9982,0.0018,249,0,1,513,0.4844,0.0,0.0019,0.9981,680,1.3255,18,15.42,13.21
instances/asp/data/potassco-suite/ASP-Comp-2007-Lparse/SLparse/SchurCompetition/20.1.schur,1,0.0051,0.9985,0.0021,0.003,0.0076,0.9934,1,21889,521,21368,17828,0.8145,43096,1716,0,0,85325,85065,130,130,0,0.997,0.0015,0.0015,0.0,1010,174,144,692,0.1723,0.1426,0.6851,2390,15227,211,0.1341,0.8541,0.0118,694,0.7378,7.1387,5.3047,512,0,1.0,0.0,6857,0,1.0,0.0,0,3,10,499,0.0,0.0059,0.0195,0.9746,691,1.3496,6,5.92,4.74
instances/asp/data/potassco-suite/ASP-Comp-2007-Lparse/SLparse/SchurCompetition/15.10.schur,1,0.005,0.9985,0.0019,0.003,0.0076,0.9935,1,21943,559,21384,18879,0.8604,43096,1711,0,0,85315,85055,130,130,0,0.997,0.0015,0.0015,0.0,930,164,131,635,0.1763,0.1409,0.6828,1975,16679,225,0.1046,0.8835,0.0119,647,0.7929,15.2398,11.2476,513,0,1.0,0.0,12085,0,1.0,0.0,0,0,0,513,0.0,0.0,0.0,1.0,634,1.2359,5,15.65,12.12
instances/asp/data/potassco-suite/ASP-Comp-2007-Lparse/SLparse/SchurCompetition/20.13.schur,1,0.0051,0.9985,0.0021,0.003,0.0076,0.9934,1,21895,524,21371,17907,0.8179,43096,1716,0,0,85325,85065,130,130,0,0.997,0.0015,0.0015,0.0,1005,174,137,694,0.1731,0.1363,0.6905,2401,15294,212,0.1341,0.8541,0.0118,736,0.697,11.2144,6.963,513,0,1.0,0.0,8224,0,1.0,0.0,0,0,5,508,0.0,0.0,0.0097,0.9903,723,1.4094,9,9.68,6.54
instances/asp/data/potassco-suite/ASP-Comp-2007-Lparse/SLparse/SchurCompetition/15.17.schur,1,0.005,0.9985,0.0019,0.003,0.0076,0.9935,1,21939,559,21380,18799,0.8569,43096,1711,0,0,85315,85055,130,130,0,0.997,0.0015,0.0015,0.0,933,164,136,633,0.1758,0.1458,0.6785,1962,16611,226,0.1044,0.8836,0.012,651,0.788,15.306,10.9045,513,0,1.0,0.0,14327,0,1.0,0.0,0,0,0,513,0.0,0.0,0.0,1.0,640,1.2476,6,13.53,10.75
instances/asp/data/potassco-suite/ASP-Comp-2007-Lparse/SLparse/SchurCompetition/15.16.schur,1,0.005,0.9985,0.0019,0.003,0.0076,0.9935,1,21942,556,21386,18643,0.8496,43096,1711,0,0,85315,85055,130,130,0,0.997,0.0015,0.0015,0.0,932,164,131,637,0.176,0.1406,0.6835,1977,16440,226,0.106,0.8818,0.0121,659,0.7769,13.1562,9.8789,512,0,1.0,0.0,10552,0,1.0,0.0,0,0,0,512,0.0,0.0,0.0,1.0,650,1.2695,6,11.16,8.86
instances/asp/data/potassco-suite/ASP-Comp-2007-Lparse/SLparse/SocialGolfer/csp010-SocialGolfer_w4_g6_s4.dlv.dat.lp,1,0.0327,0.9857,0.0042,0.097,0.7875,0.097,1,8821,8304,517,28116,3.1874,8257,3732,0,0,8411,7571,720,120,0,0.9001,0.0856,0.0143,0.0,1102,34,120,948,0.0309,0.1089,0.8603,19872,6624,1620,0.7068,0.2356,0.0576,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512
instances/asp/data/potassco-suite/ASP-Comp-2007-Lparse/SLparse/SocialGolfer/csp010-SocialGolfer_w8_g3_s6.dlv.dat.lp,1,0.0705,0.9676,0.0058,0.1272,0.7353,0.1272,1,5818,5328,490,16401,2.819,4993,3715,0,0,5190,4506,516,168,0,0.8682,0.0994,0.0324,0.0,1038,29,168,841,0.0279,0.1618,0.8102,11016,3816,1569,0.6717,0.2327,0.0957,606,0.8465,61.9513,17.232,513,0,1.0,0.0,22332,0,1.0,0.0,0,0,0,513,0.0,0.0,0.0,1.0,547,1.0663,3,61.18,18.76
instances/asp/data/potassco-suite/ASP-Comp-2007-Lparse/SLparse/SocialGolfer/csp010-SocialGolfer_w4_g8_s4.dlv.dat.lp,1,0.0194,0.9906,0.0005,0.0265,0.9371,0.0265,1,154097,151040,3057,526832,3.4188,134145,44618,0,0,135497,131657,2560,1280,0,0.9717,0.0189,0.0094,0.0,6258,72,1280,4906,0.0115,0.2045,0.784,380928,126976,18928,0.7231,0.241,0.0359,1496,0.3422,787.2109,57.9258,512,0,1.0,0.0,30769,0,1.0,0.0,0,0,0,512,0.0,0.0,0.0,1.0,719,1.4043,31,776.82,63.66
instances/asp/data/potassco-suite/ASP-Comp-2007-Lparse/SLparse/SocialGolfer/csp010-SocialGolfer_w8_g4_s2.dlv.dat.lp,1,0.1397,0.937,0.0138,0.1679,0.5875,0.1679,1,1597,1376,221,4028,2.5222,1409,1046,0,0,1525,1237,192,96,0,0.8111,0.1259,0.063,0.0,482,20,96,366,0.0415,0.1992,0.7593,2688,896,444,0.6673,0.2224,0.1102,889,0.5759,71.8906,16.3184,512,0,1.0,0.0,10115,0,1.0,0.0,0,0,0,512,0.0,0.0,0.0,1.0,821,1.6035,7,73.44,18.88
instances/asp/data/potassco-suite/ASP-Comp-2007-Lparse/SLparse/SocialGolfer/csp010-SocialGolfer_w6_g6_s3.dlv.dat.lp,1,0.0462,0.9792,0.0045,0.0886,0.7975,0.0886,1,7516,7074,442,23391,3.1122,6733,3236,0,0,6907,6259,504,144,0,0.9062,0.073,0.0208,0.0,944,30,144,770,0.0318,0.1525,0.8157,16524,5508,1359,0.7064,0.2355,0.0581,995,0.5146,173.916,17.3203,512,0,1.0,0.0,27773,0,1.0,0.0,0,0,8,504,0.0,0.0,0.0156,0.9844,827,1.6152,20,169.95,16.19
instances/asp/data/potassco-suite/ASP-Comp-2007-Lparse/SLparse/SolitaireBackward/solitare_backward_t12_p13.lp,1,0.0102,0.7783,0.0048,0.6907,0.2175,0.1474,1,5448,3837,1611,14414,2.6457,4958,4501,0,0,10926,10899,14,13,0,0.9975,0.0013,0.0012,0.0,5952,51,685,5216,0.0086,0.1151,0.8763,11496,888,2030,0.7976,0.0616,0.1408,701,0.7318,68.8304,22.6862,513,0,1.0,0.0,94358,0,1.0,0.0,0,3,13,497,0.0,0.0058,0.0253,0.9688,635,1.2378,5,68.13,24.94
instances/asp/data/potassco-suite/ASP-Comp-2007-Lparse/SLparse/SolitaireBackward/solitare_backward_t24_p25.lp,1,0.0068,0.7791,0.0029,0.6916,0.2182,0.1478,1,10860,7641,3219,28826,2.6543,9878,8893,0,0,21774,21723,26,25,0,0.9977,0.0012,0.0011,0.0,11688,63,1369,10256,0.0054,0.1171,0.8775,22992,1776,4058,0.7976,0.0616,0.1408,1711,0.2992,77.4238,9.7148,512,0,1.0,0.0,27250,0,1.0,0.0,0,80,42,390,0.0,0.1562,0.082,0.7617,1639,3.2012,48,72.63,15.0
instances/asp/data/potassco-suite/ASP-Comp-2007-Lparse/SLparse/SolitaireBackward/solitare_backward_t38_p39.lp,1,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512
instances/asp/data/potassco-suite/ASP-Comp-2007-Lparse/SLparse/SolitaireBackward/solitare_backward_t20_p21.lp,1,0.0074,0.7789,0.0033,0.6914,0.2181,0.1477,1,9056,6373,2683,24022,2.6526,8238,7429,0,0,18158,18115,22,21,0,0.9976,0.0012,0.0012,0.0,9776,59,1141,8576,0.006,0.1167,0.8773,19160,1480,3382,0.7976,0.0616,0.1408,1422,0.3601,77.8164,9.1133,512,0,1.0,0.0,15300,0,1.0,0.0,0,40,46,426,0.0,0.0781,0.0898,0.832,1341,2.6191,48,85.01,13.46
instances/asp/data/potassco-suite/ASP-Comp-2007-Lparse/SLparse/SolitaireBackward/solitare_backward_t19_p20.lp,1,0.0077,0.7789,0.0034,0.6914,0.218,0.1477,1,8605,6056,2549,22821,2.6521,7828,7063,0,0,17254,17213,21,20,0,0.9976,0.0012,0.0012,0.0,9298,58,1084,8156,0.0062,0.1166,0.8772,18202,1406,3213,0.7976,0.0616,0.1408,1114,0.4596,82.8711,14.4785,512,0,1.0,0.0,56899,0,1.0,0.0,0,15,41,456,0.0,0.0293,0.0801,0.8906,1032,2.0156,38,82.78,21.44
instances/asp/data/potassco-suite/ASP-Comp-2007-Lparse/SLparse/SolitaireBackward2/t31.dat,1,0.0547,0.4825,0.0509,0.0235,0.1712,0.9434,1,29130,2075,27055,18774,0.6445,30351,5197,0,0,32600,30988,31,1581,0,0.9506,0.001,0.0485,0.0,2452,140,990,1322,0.0571,0.4038,0.5392,4910,1520,12344,0.2615,0.081,0.6575,1314,0.3904,20.2027,4.7271,513,0,1.0,0.0,5248,0,1.0,0.0,0,20,22,471,0.0,0.039,0.0429,0.9181,1268,2.4717,28,31.7,4.35
instances/asp/data/potassco-suite/ASP-Comp-2007-Lparse/SLparse/SolitaireBackward2/t25.dat,1,0.0558,0.484,0.052,0.024,0.1714,0.9424,1,23354,1661,21693,15009,0.6427,24549,4237,0,0,26402,25102,25,1275,0,0.9508,0.0009,0.0483,0.0,2061,146,803,1112,0.0708,0.3896,0.5395,3936,1251,9822,0.2622,0.0833,0.6544,2882,0.1777,40.5059,7.9473,512,0,1.0,0.0,7485,0,1.0,0.0,0,18,32,462,0.0,0.0352,0.0625,0.9023,2856,5.5781,48,39.01,5.9
instances/asp/data/potassco-suite/ASP-Comp-2007-Lparse/SLparse/SolitaireBackward2/t23.dat,1,0.0562,0.4847,0.0524,0.0242,0.1715,0.9419,1,21423,1523,19900,13749,0.6418,22615,3917,0,0,24336,23140,23,1173,0,0.9509,0.0009,0.0482,0.0,1931,148,741,1042,0.0766,0.3837,0.5396,3604,1161,8984,0.2621,0.0844,0.6534,1919,0.2668,40.6934,8.2363,512,0,1.0,0.0,6352,0,1.0,0.0,0,10,9,493,0.0,0.0195,0.0176,0.9629,1879,3.6699,42,40.65,7.7
instances/asp/data/potassco-suite/ASP-Comp-2007-Lparse/SLparse/SolitaireBackward2/t22.dat,1,0.0565,0.485,0.0527,0.0244,0.1715,0.9416,1,20465,1454,19011,13115,0.6409,21648,3757,0,0,23303,22159,22,1122,0,0.9509,0.0009,0.0481,0.0,1864,149,708,1007,0.0799,0.3798,0.5402,3439,1116,8560,0.2622,0.0851,0.6527,1256,0.4084,33.0175,12.7212,513,0,1.0,0.0,8642,0,1.0,0.0,0,15,15,483,0.0,0.0292,0.0292,0.9415,1216,2.3704,63,44.23,10.74
instances/asp/data/potassco-suite/ASP-Comp-2007-Lparse/SLparse/SolitaireBackward2/t29.dat,1,0.055,0.483,0.0512,0.0236,0.1713,0.9431,1,27202,1937,25265,17516,0.6439,28417,4877,0,0,30534,29026,29,1479,0,0.9506,0.0009,0.0484,0.0,2321,142,927,1252,0.0612,0.3994,0.5394,4581,1431,11504,0.2615,0.0817,0.6568,685,0.7504,28.7043,4.9494,514,0,1.0,0.0,7907,0,1.0,0.0,0,6,11,497,0.0,0.0117,0.0214,0.9669,657,1.2782,27,30.07,5.14
instances/asp/data/potassco-suite/ASP-Comp-2007-Lparse/SLparse/SolitaireForward/solitare_forward_t20.lp,1,0.0077,0.7808,0.0055,0.6894,0.2181,0.1476,1,8446,5737,2709,21583,2.5554,8201,7434,0,0,18160,18120,20,20,0,0.9978,0.0011,0.0011,0.0,22075,167,1288,20620,0.0076,0.0583,0.9341,17218,1362,3003,0.7978,0.0631,0.1391,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512
instances/asp/data/potassco-suite/ASP-Comp-2007-Lparse/SLparse/SolitaireForward/solitare_forward_t30.lp,1,0.0063,0.7805,0.004,0.6904,0.2184,0.1478,1,12956,8907,4049,33593,2.5929,12301,11094,0,0,27200,27140,30,30,0,0.9978,0.0011,0.0011,0.0,33095,177,1858,31060,0.0053,0.0561,0.9385,26798,2102,4693,0.7977,0.0626,0.1397,1987,0.2577,56.4609,4.3105,512,0,1.0,0.0,8715,0,1.0,0.0,0,128,72,312,0.0,0.25,0.1406,0.6094,1944,3.7969,99,45.53,5.95
instances/asp/data/potassco-suite/ASP-Comp-2007-Lparse/SLparse/SolitaireForward/solitare_forward_t15.lp,1,0.0092,0.7812,0.007,0.6884,0.2177,0.1474,1,6191,4152,2039,15578,2.5162,6151,5604,0,0,13640,13610,15,15,0,0.9978,0.0011,0.0011,0.0,16565,162,1003,15400,0.0098,0.0605,0.9297,12428,992,2158,0.7978,0.0637,0.1385,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512
instances/asp/data/potassco-suite/ASP-Comp-2007-Lparse/SLparse/SolitaireForward/solitare_forward_t19.lp,1,0.0079,0.7809,0.0057,0.6893,0.218,0.1475,1,7995,5420,2575,20382,2.5493,7791,7068,0,0,17256,17218,19,19,0,0.9978,0.0011,0.0011,0.0,20973,166,1231,19576,0.0079,0.0587,0.9334,16260,1288,2834,0.7978,0.0632,0.139,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512
instances/asp/data/potassco-suite/ASP-Comp-2007-Lparse/SLparse/SolitaireForward/solitare_forward_t24.lp,1,0.007,0.7807,0.0048,0.6899,0.2182,0.1477,1,10250,7005,3245,26387,2.5743,9841,8898,0,0,21776,21728,24,24,0,0.9978,0.0011,0.0011,0.0,26483,171,1516,24796,0.0065,0.0572,0.9363,21050,1658,3679,0.7977,0.0628,0.1394,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512
instances/asp/data/potassco-suite/ASP-Comp-2007-Lparse/SLparse/Su-Doku/sudoku250.lp,1,0.0018,0.9994,0.0005,0.0012,0.9963,0.9976,1,492588,857,491731,181077,0.3676,502501,17053,0,0,1003670,1002420,625,625,0,0.9988,0.0006,0.0006,0.0,39903,544,10312,29047,0.0136,0.2584,0.7279,180673,56,348,0.9978,0.0003,0.0019,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512
instances/asp/data/potassco-suite/ASP-Comp-2007-Lparse/SLparse/Su-Doku/sudoku368.lp,1,0.0017,0.9994,0.0004,0.0012,0.9965,0.9977,1,499914,2259,497655,220375,0.4408,502501,17053,0,0,1003559,1002309,625,625,0,0.9988,0.0006,0.0006,0.0,30959,433,5159,25367,0.014,0.1666,0.8194,219654,20,701,0.9967,0.0001,0.0032,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512
instances/asp/data/potassco-suite/ASP-Comp-2007-Lparse/SLparse/Su-Doku/sudoku378.lp,1,0.0017,0.9994,0.0004,0.0012,0.9965,0.9977,1,500574,2696,497878,223000,0.4455,502501,17053,0,0,1003549,1002299,625,625,0,0.9988,0.0006,0.0006,0.0,29974,423,4874,24677,0.0141,0.1626,0.8233,222269,28,703,0.9967,0.0001,0.0032,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512
instances/asp/data/potassco-suite/ASP-Comp-2007-Lparse/SLparse/TowersOfHanoiCompetition/mgs_towers-hanoi.39_6,1,0.0127,0.8256,0.004,0.1158,0.8676,0.4739,1,16543,4621,11922,19703,1.191,15244,7326,0,0,18599,18443,78,78,0,0.9916,0.0042,0.0042,0.0,15772,148,80,15544,0.0094,0.0051,0.9855,13846,5703,154,0.7027,0.2894,0.0078,2452,0.2092,28.8148,4.6667,513,0,1.0,0.0,5641,0,1.0,0.0,0,35,27,451,0.0,0.0682,0.0526,0.8791,2442,4.7602,39,30.83,5.47
instances/asp/data/potassco-suite/ASP-Comp-2007-Lparse/SLparse/TowersOfHanoiCompetition/mgs_towers-hanoi.36_6,1,0.0129,0.8257,0.0041,0.1163,0.867,0.4741,1,15235,4254,10981,18156,1.1917,14077,6771,0,0,17180,17036,72,72,0,0.9916,0.0042,0.0042,0.0,14579,145,75,14359,0.0099,0.0051,0.9849,12759,5255,142,0.7027,0.2894,0.0078,1920,0.2667,20.3535,4.5664,512,0,1.0,0.0,5292,0,1.0,0.0,0,30,25,457,0.0,0.0586,0.0488,0.8926,1902,3.7148,33,20.19,6.02
instances/asp/data/potassco-suite/ASP-Comp-2007-Lparse/SLparse/TowersOfHanoiCompetition/mgs_towers-hanoi.33_6,1,0.0131,0.8258,0.0043,0.1169,0.8663,0.4743,1,13927,3883,10044,16601,1.192,12910,6216,0,0,15761,15629,66,66,0,0.9916,0.0042,0.0042,0.0,13390,142,68,13180,0.0106,0.0051,0.9843,11668,4803,130,0.7028,0.2893,0.0078,1840,0.2788,25.2827,4.4366,513,0,1.0,0.0,4881,0,1.0,0.0,0,31,34,448,0.0,0.0604,0.0663,0.8733,1825,3.5575,27,22.21,5.0
instances/asp/data/potassco-suite/ASP-Comp-2007-Lparse/SLparse/TowersOfHanoiCompetition/mgs_towers-hanoi.41_7,1,0.0105,0.8249,0.0034,0.1127,0.8736,0.4722,1,21327,6014,15313,25831,1.2112,19607,9359,0,0,23924,23760,82,82,0,0.9931,0.0034,0.0034,0.0,20191,173,86,19932,0.0086,0.0043,0.9872,18184,7484,163,0.704,0.2897,0.0063,2419,0.2117,32.4629,5.5371,512,0,1.0,0.0,6328,0,1.0,0.0,0,23,25,464,0.0,0.0449,0.0488,0.9062,2385,4.6582,50,38.91,5.52
instances/asp/data/potassco-suite/ASP-Comp-2007-Lparse/SLparse/TowersOfHanoiCompetition/mgs_towers-hanoi.16_50.6,1,0.013,0.8258,0.0043,0.1167,0.8665,0.4743,1,14363,4008,10355,17122,1.1921,13299,6401,0,0,16234,16098,68,68,0,0.9916,0.0042,0.0042,0.0,13785,143,71,13571,0.0104,0.0052,0.9845,12033,4955,134,0.7028,0.2894,0.0078,2043,0.2511,16.7466,3.5906,513,0,1.0,0.0,4776,0,1.0,0.0,0,51,30,432,0.0,0.0994,0.0585,0.8421,2017,3.9318,41,22.87,4.36
instances/asp/data/potassco-suite/ASP-Comp-2007-Lparse/SLparse/TravelingSalespersonSuite/tsp_rand_70_300_1155482584_11.gph,1,0.6021,0.9812,0.5834,0.2196,0.1597,0.0566,0,1705,1493,212,2297,1.3472,1546,2985,1,662,3725,2986,138,600,1,0.8016,0.037,0.1611,0.0003,4768,1572,0,3196,0.3297,0.0,0.6703,1789,302,206,0.7788,0.1315,0.0897,648,0.7901,39.5293,36.0605,512,0,1.0,0.0,49960,0,1.0,0.0,0,0,0,512,0.0,0.0,0.0,1.0,608,1.1875,8,42.22,39.05
